name,canonical_id,context,source_url
clubroot,clubroot,"Clubroot is a common disease of cabbages, canola, broccoli, cauliflower, Brussels sprouts, radishes, turnips, stocks, wallflowers and other plants of the family Brassicaceae (Cruciferae). It is caused by Plasmodiophora brassicae, which was once considered a slime mold but is now a protist in the cla",https://en.wikipedia.org/wiki/Clubroot
panama disease,banana_fusarium_wilt,"Panama disease (or Fusarium wilt) is a plant disease that infects banana plants (Musa spp.). It is a wilting disease caused by the fungus Fusarium oxysporum f. sp. cubense. The pathogen is resistant to fungicides, and its control is limited to phytosanitary measures. During the 1950s, an outbreak of",https://en.wikipedia.org/wiki/Panama_disease
fusarium wilt,banana_fusarium_wilt,"Panama disease (or Fusarium wilt) is a plant disease that infects banana plants (Musa spp.). It is a wilting disease caused by the fungus Fusarium oxysporum f. sp. cubense. The pathogen is resistant to fungicides, and its control is limited to phytosanitary measures. During the 1950s, an outbreak of",https://en.wikipedia.org/wiki/Panama_disease
huánglóngbìng,citrus_greening_hlb,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,https://en.wikipedia.org/wiki/Citrus_greening_disease
verticillium wilt,verticillium_wilt,"Verticillium wilt is a wilt disease affecting over 350 species of eudicot plants. It is caused by six species of Verticillium fungi: V. dahliae, V. albo-atrum, V. longisporum, V. nubilum, V. theobromae and V. tricorpus. Many economically important plants are susceptible including cotton, tomatoes, p",https://en.wikipedia.org/wiki/Verticillium_wilt
downy mildew,downy_mildew,"Downy mildew refers to any of several types of oomycete microbes that are obligate parasites of plants. Downy mildews exclusively belong to the Peronosporaceae family. In commercial agriculture, they are a particular problem for growers of crucifers, grapes and vegetables that grow on vines. The pri",https://en.wikipedia.org/wiki/Downy_mildew
hlb,citrus_greening_hlb,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,https://en.wikipedia.org/wiki/Citrus_greening_disease
msd,maize_streak_virus,"Maize streak virus (MSV) is a virus primarily known for causing maize streak disease (MSD) in its major host, and which also infects over 80 wild and domesticated grasses. It is an insect-transmitted pathogen of maize in the genus Mastrevirus of the family Geminiviridae that is endemic in sub-Sahara",https://en.wikipedia.org/wiki/Maize_streak_virus
maize streak disease,maize_streak_virus,"Maize streak virus (MSV) is a virus primarily known for causing maize streak disease (MSD) in its major host, and which also infects over 80 wild and domesticated grasses. It is an insect-transmitted pathogen of maize in the genus Mastrevirus of the family Geminiviridae that is endemic in sub-Sahara",https://en.wikipedia.org/wiki/Maize_streak_virus
soybean mosaic virus,soybean_mosaic_virus,Soybean mosaic virus (SMV) is a member of the plant virus genus Potyvirus (family Potyviridae). It infects mainly plants belonging to the family Fabaceae but has also been found infecting other economically important crops. SMV is the cause of soybean mosaic disease that occurs in all the soybean pr,https://en.wikipedia.org/wiki/Soybean_mosaic_virus
fireblight,fire_blight,"Fire blight, also written fireblight, is a contagious disease affecting apples, pears, and some other members of the family Rosaceae. It is a serious concern to apple and pear producers. Under optimal conditions, it can destroy an entire orchard in a single growing season. The causal pathogen is Erw",https://en.wikipedia.org/wiki/Fire_blight
erwinia amylovora,fire_blight,"Fire blight, also written fireblight, is a contagious disease affecting apples, pears, and some other members of the family Rosaceae. It is a serious concern to apple and pear producers. Under optimal conditions, it can destroy an entire orchard in a single growing season. The causal pathogen is Erw",https://en.wikipedia.org/wiki/Fire_blight
citrus greening disease,citrus_greening_hlb,Citrus greening disease (Chinese: 黃龍病; pinyin: huánglóngbìng abbr. HLB) is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae. It has no,https://en.wikipedia.org/wiki/Citrus_greening_disease
cereal rust,stem_rust,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops. Crop species that are affected by the disease include bread wheat, durum wheat, barley and triticale. These diseases have affected cere",https://en.wikipedia.org/wiki/Stem_rust
potato virus y,potato_virus_y,"Potato virus Y (PVY) is a plant virus of the family Potyviridae, and one of the most important plant viruses affecting potato production. PVY infection of potato plants results in a variety of symptoms depending on the viral strain. The mildest of these symptoms is production loss, but the most detr",https://en.wikipedia.org/wiki/Potato_virus_Y
botrytis cinerea,botrytis_cinerea,"Botrytis cinerea is a necrotrophic (feeding on dead tissue) fungus that affects many plant species, including wine grapes. In viticulture, it is commonly known as ""botrytis bunch rot""; in horticulture, it is usually called ""grey mould"" or ""gray mold"". The fungus gives rise to two different kinds of",https://en.wikipedia.org/wiki/Botrytis_cinerea
wsmv,wheat_streak_mosaic_virus,"Wheat streak mosaic virus (WSMV) is a plant pathogenic virus of the family Potyviridae that infects plants in the family Poaceae, especially wheat (Triticum spp.); it is globally distributed and vectored by the wheat curl mite, particularly in regions where wheat is widely grown. First described in",https://en.wikipedia.org/wiki/Wheat_streak_mosaic_virus
wheat streak mosaic virus,wheat_streak_mosaic_virus,"Wheat streak mosaic virus (WSMV) is a plant pathogenic virus of the family Potyviridae that infects plants in the family Poaceae, especially wheat (Triticum spp.); it is globally distributed and vectored by the wheat curl mite, particularly in regions where wheat is widely grown. First described in",https://en.wikipedia.org/wiki/Wheat_streak_mosaic_virus
citrus canker,citrus_canker,"Citrus canker is a disease affecting Citrus species caused by the bacterium Xanthomonas citri. Infection causes lesions on the leaves, stems, and fruit of citrus trees, including lime, oranges, and grapefruit. While not harmful to humans, canker significantly affects the vitality of citrus trees,",https://en.wikipedia.org/wiki/Citrus_canker
damping-off,damping_off,"Damping off (or damping-off) is a horticultural disease or condition, caused by several different pathogens that kill or weaken seeds or seedlings before or after they germinate. It is most prevalent in wet and cool conditions.",https://en.wikipedia.org/wiki/Damping_off
damping off,damping_off,"Damping off (or damping-off) is a horticultural disease or condition, caused by several different pathogens that kill or weaken seeds or seedlings before or after they germinate. It is most prevalent in wet and cool conditions.",https://en.wikipedia.org/wiki/Damping_off
coffee leaf rust,coffee_leaf_rust,Fungal disease of coffee caused by Hemileia vastatrix. Orange-yellow powdery pustules on lower leaf surface. Historically devastating — destroyed Sri Lanka's coffee industry in the 1870s.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
coffee rust,coffee_leaf_rust,Fungal disease of coffee caused by Hemileia vastatrix. Orange-yellow powdery pustules on lower leaf surface. Historically devastating — destroyed Sri Lanka's coffee industry in the 1870s.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
clr,coffee_leaf_rust,Fungal disease of coffee caused by Hemileia vastatrix. Orange-yellow powdery pustules on lower leaf surface. Historically devastating — destroyed Sri Lanka's coffee industry in the 1870s.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
hemileia rust,coffee_leaf_rust,Fungal disease of coffee caused by Hemileia vastatrix. Orange-yellow powdery pustules on lower leaf surface. Historically devastating — destroyed Sri Lanka's coffee industry in the 1870s.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
roya del cafeto,coffee_leaf_rust,Fungal disease of coffee caused by Hemileia vastatrix. Orange-yellow powdery pustules on lower leaf surface. Historically devastating — destroyed Sri Lanka's coffee industry in the 1870s.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tr4,banana_fusarium_wilt,Fungal disease of banana caused by Fusarium oxysporum f. sp. cubense. Also called Panama disease. Blocks water transport causing yellowing and wilting. Threatens global banana supply.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
foc,banana_fusarium_wilt,Fungal disease of banana caused by Fusarium oxysporum f. sp. cubense. Also called Panama disease. Blocks water transport causing yellowing and wilting. Threatens global banana supply.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
banana wilt,banana_fusarium_wilt,Fungal disease of banana caused by Fusarium oxysporum f. sp. cubense. Also called Panama disease. Blocks water transport causing yellowing and wilting. Threatens global banana supply.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
fusarium wilt of banana,banana_fusarium_wilt,Fungal disease of banana caused by Fusarium oxysporum f. sp. cubense. Also called Panama disease. Blocks water transport causing yellowing and wilting. Threatens global banana supply.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
banana panama disease,banana_fusarium_wilt,Fungal disease of banana caused by Fusarium oxysporum f. sp. cubense. Also called Panama disease. Blocks water transport causing yellowing and wilting. Threatens global banana supply.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
banana fusarium wilt,banana_fusarium_wilt,Fungal disease of banana caused by Fusarium oxysporum f. sp. cubense. Also called Panama disease. Blocks water transport causing yellowing and wilting. Threatens global banana supply.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
late blight disease,late_blight,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
lb,late_blight,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato late blight,late_blight,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
late blight of tomato,late_blight,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
late blight,late_blight,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
phytophthora blight,late_blight,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato blight,late_blight,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions that turn brown-black. Responsible for the Irish Potato Famine.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
rice blast disease,rice_blast,Fungal disease of rice caused by Magnaporthe oryzae. Most devastating rice disease worldwide. Creates spindle-shaped grey lesions with brown borders. Can destroy entire crops.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
neck rot,rice_blast,Fungal disease of rice caused by Magnaporthe oryzae. Most devastating rice disease worldwide. Creates spindle-shaped grey lesions with brown borders. Can destroy entire crops.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
rice blast,rice_blast,Fungal disease of rice caused by Magnaporthe oryzae. Most devastating rice disease worldwide. Creates spindle-shaped grey lesions with brown borders. Can destroy entire crops.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
rb,rice_blast,Fungal disease of rice caused by Magnaporthe oryzae. Most devastating rice disease worldwide. Creates spindle-shaped grey lesions with brown borders. Can destroy entire crops.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
blast disease of rice,rice_blast,Fungal disease of rice caused by Magnaporthe oryzae. Most devastating rice disease worldwide. Creates spindle-shaped grey lesions with brown borders. Can destroy entire crops.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
pyricularia blast,rice_blast,Fungal disease of rice caused by Magnaporthe oryzae. Most devastating rice disease worldwide. Creates spindle-shaped grey lesions with brown borders. Can destroy entire crops.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
plb,late_blight,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. The same pathogen that caused the 1840s Irish Famine.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
potato late blight,late_blight,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. The same pathogen that caused the 1840s Irish Famine.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
potato blight,late_blight,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. The same pathogen that caused the 1840s Irish Famine.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
phytophthora blight of potato,late_blight,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. The same pathogen that caused the 1840s Irish Famine.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
late blight of potato,late_blight,Oomycete disease of potato caused by Phytophthora infestans. Causes dark water-soaked lesions on leaves and tuber rot. The same pathogen that caused the 1840s Irish Famine.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
rice blight,rice_bacterial_blight,"Bacterial disease of rice caused by Xanthomonas oryzae pv. oryzae. One of the most serious rice diseases. Causes wilting and yellowing of leaves, starting from leaf tips.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
blb,rice_bacterial_blight,"Bacterial disease of rice caused by Xanthomonas oryzae pv. oryzae. One of the most serious rice diseases. Causes wilting and yellowing of leaves, starting from leaf tips.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
rice bacterial blight,rice_bacterial_blight,"Bacterial disease of rice caused by Xanthomonas oryzae pv. oryzae. One of the most serious rice diseases. Causes wilting and yellowing of leaves, starting from leaf tips.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
xoo blight,rice_bacterial_blight,"Bacterial disease of rice caused by Xanthomonas oryzae pv. oryzae. One of the most serious rice diseases. Causes wilting and yellowing of leaves, starting from leaf tips.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
bacterial leaf blight of rice,rice_bacterial_blight,"Bacterial disease of rice caused by Xanthomonas oryzae pv. oryzae. One of the most serious rice diseases. Causes wilting and yellowing of leaves, starting from leaf tips.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
citrus hlb,citrus_greening_hlb,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
yellow dragon disease,citrus_greening_hlb,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
citrus greening,citrus_greening_hlb,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
huanglongbing,citrus_greening_hlb,"Bacterial disease of citrus caused by Candidatus Liberibacter asiaticus, transmitted by Asian citrus psyllid. Causes yellowing, misshapen bitter fruit. No cure exists.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
esca,grapevine_esca,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
grape black measles,grapevine_esca,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
grape esca,grapevine_esca,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
grape esca (black measles),grapevine_esca,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
esca disease,grapevine_esca,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
grapevine esca,grapevine_esca,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
black measles,grapevine_esca,Complex fungal disease of grapevine caused by multiple fungi including Phaeomoniella chlamydospora. Causes tiger-stripe leaf pattern and internal wood discolouration.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
apple-scab,apple_scab,Fungal disease of apple caused by Venturia inaequalis. Produces olive-green to black lesions on leaves and fruit surface. Major cause of apple crop losses worldwide.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
venturia scab,apple_scab,Fungal disease of apple caused by Venturia inaequalis. Produces olive-green to black lesions on leaves and fruit surface. Major cause of apple crop losses worldwide.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
apple scab disease,apple_scab,Fungal disease of apple caused by Venturia inaequalis. Produces olive-green to black lesions on leaves and fruit surface. Major cause of apple crop losses worldwide.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
scab of apple,apple_scab,Fungal disease of apple caused by Venturia inaequalis. Produces olive-green to black lesions on leaves and fruit surface. Major cause of apple crop losses worldwide.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
sigatoka disease,black_sigatoka,Fungal disease of banana caused by Mycosphaerella fijiensis. Creates dark streaks on leaves progressing to large black necrotic lesions. Reduces yield by up to 50%.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
blsd,black_sigatoka,Fungal disease of banana caused by Mycosphaerella fijiensis. Creates dark streaks on leaves progressing to large black necrotic lesions. Reduces yield by up to 50%.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
banana black sigatoka,black_sigatoka,Fungal disease of banana caused by Mycosphaerella fijiensis. Creates dark streaks on leaves progressing to large black necrotic lesions. Reduces yield by up to 50%.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
mycosphaerella leaf spot,black_sigatoka,Fungal disease of banana caused by Mycosphaerella fijiensis. Creates dark streaks on leaves progressing to large black necrotic lesions. Reduces yield by up to 50%.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
black leaf streak disease,black_sigatoka,Fungal disease of banana caused by Mycosphaerella fijiensis. Creates dark streaks on leaves progressing to large black necrotic lesions. Reduces yield by up to 50%.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
black sigatoka,black_sigatoka,Fungal disease of banana caused by Mycosphaerella fijiensis. Creates dark streaks on leaves progressing to large black necrotic lesions. Reduces yield by up to 50%.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
citrus haunglongbing,citrus_greening_hlb,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
soybean sudden death,sudden_death_syndrome,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive stage: interveinal chlorosis and necrosis.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
sudden death syndrome,sudden_death_syndrome,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive stage: interveinal chlorosis and necrosis.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
soybean sudden death syndrome,sudden_death_syndrome,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive stage: interveinal chlorosis and necrosis.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
yellow shoot disease,citrus_greening_hlb,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
sds,sudden_death_syndrome,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive stage: interveinal chlorosis and necrosis.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
fusarium sudden death,sudden_death_syndrome,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive stage: interveinal chlorosis and necrosis.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
haunglongbing,citrus_greening_hlb,"Same as Citrus Greening — Huanglongbing (HLB) is the Chinese name for the bacterial citrus greening disease. Blotchy mottling on leaves; asymmetric, bitter fruits.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
soybean sds,sudden_death_syndrome,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive stage: interveinal chlorosis and necrosis.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
wheat yellow rust,wheat_stripe_rust,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along leaf veins. A major global wheat threat.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
pst,wheat_stripe_rust,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along leaf veins. A major global wheat threat.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
stripe rust,wheat_stripe_rust,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along leaf veins. A major global wheat threat.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
yr,wheat_stripe_rust,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along leaf veins. A major global wheat threat.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato leaf mold,tomato_leaf_mold,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
tomato mold,tomato_leaf_mold,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
cladosporium leaf mold,tomato_leaf_mold,Fungal disease caused by Passalora fulva (formerly Fulvia fulva). Creates pale green to yellow spots on upper leaf surface and olive-green mold on lower surface.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
xanthomonas peach spot,peach_bacterial_spot,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
wheat stripe rust,wheat_stripe_rust,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along leaf veins. A major global wheat threat.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
yellow rust of wheat,wheat_stripe_rust,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along leaf veins. A major global wheat threat.,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
pbs,peach_bacterial_spot,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
bacterial spot of peach,peach_bacterial_spot,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
peach bacterial spot,peach_bacterial_spot,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and twigs. Causes defoliation in severe cases.",https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset
